FeatureID	Compound_Name	mz	mtb_group	molecularFormula	adduct	most specific class	level 5	subclass	class	superclass	all classifications
3501	NA	467.1642387	unknown	C14H19N4O7P	[M + H]+	Pentose phosphates	Monosaccharides	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Glycosyl compounds; Glycosylamines; Pentose phosphates; Benzenoids; Amines; Primary amines; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3502	NA	469.2945834	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3503	NA	518.3686431	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3504	NA	523.3238875	unknown	C20H43N	[M + H]+	Monoalkylamines	Primary amines	Amines	Organonitrogen compounds	Organic nitrogen compounds	Organic compounds; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
3505	NA	245.095702	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3507	NA	373.0920246	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3508	NA	424.7533725	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3509	NA	461.2609347	amines	NA	NA	NA	NA	NA	NA	NA	NA
3510	NA	470.2978003	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3511	NA	1087.526993	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3512	NA	277.1657136	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3513	NA	292.1712437	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3514	NA	295.2017977	amines	NA	NA	NA	NA	NA	NA	NA	NA
3516	NA	324.1791177	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3517	NA	331.1181459	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3519	NA	339.25127	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3520	NA	346.2775843	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3521	NA	356.1525842	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3522	NA	360.1838418	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3523	NA	371.6710505	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3524	NA	447.3088818	unknown	C67H118N6O25	[M + H]+	Oligosaccharides	Oligosaccharides	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Oligosaccharides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; N-acyl-alpha-hexosamines; Polyols; Aminosaccharides; Fatty Acyls; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3525	NA	452.2394143	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3527	NA	475.219421	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3528	NA	487.3032485	unknown	C21H34O8	[M + H]+	Dicarboxylic acids and derivatives		Dicarboxylic acids and derivatives	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3529	NA	509.1077894	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3530	NA	530.3486566	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3531	NA	536.2062997	amines	NA	NA	NA	NA	NA	NA	NA	NA
3532	NA	649.2755016	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3533	NA	717.2358314	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3534	NA	202.1801877	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3535	NA	209.1021266	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3536	NA	231.0841236	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3537	NA	237.1598991	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3538	NA	254.1599277	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3539	NA	272.1970391	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3540	NA	314.1811263	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3541	NA	324.2171621	unknown	C55H72O4	[M + H]+	Tetraterpenoids		Tetraterpenoids	Prenol lipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Triterpenoids; Tetraterpenoids; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities
3542	NA	332.2796595	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3543	NA	335.1604072	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3544	NA	348.217001	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3545	NA	359.1582606	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3546	NA	376.1933965	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3547	NA	401.2624354	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3548	NA	425.305089	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3549	NA	539.1959645	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3550	NA	671.2576977	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3551	NA	773.5129592	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3553	NA	313.1798	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3554	NA	313.2120608	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3555	NA	323.2200829	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3556	NA	334.2743219	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3557	NA	352.5467331	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3558	NA	366.2023982	amines	NA	NA	NA	NA	NA	NA	NA	NA
3559	NA	366.2026417	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3560	NA	366.5296722	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3561	NA	395.215897	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3562	NA	436.5754112	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3563	NA	442.2299009	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3564	NA	444.732681	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3565	NA	447.2599781	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3566	NA	474.2696777	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3567	NA	488.2369009	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3568	NA	499.7691987	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3569	NA	508.2746045	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3570	NA	538.2508801	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3571	NA	560.2811403	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3572	NA	563.3405236	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3573	NA	582.6047218	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3574	NA	602.3087385	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3575	NA	610.2834677	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3576	NA	623.3073119	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3577	NA	623.3079353	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3578	NA	722.3474654	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3579	NA	761.3586368	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3580	NA	785.8968927	unknown	C24H47NO4	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3581	NA	795.3540776	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3582	NA	819.3636131	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3583	NA	858.9351304	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3584	NA	1005.489275	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3585	NA	1219.559193	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3586	NA	167.0452799	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3587	NA	168.0291954	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3588	NA	194.1176583	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3589	NA	228.1344501	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3590	NA	243.1206531	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3591	NA	248.1520206	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3592	NA	255.0841671	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3593	NA	277.1913418	amines	NA	NA	NA	NA	NA	NA	NA	NA
3594	NA	281.0998905	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3595	NA	286.274163	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3596	NA	288.1806692	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3599	NA	322.2015871	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3600	NA	325.1867623	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3601	NA	327.1917449	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3602	NA	340.1863185	unknown	C29H46O2	[M + H]+	Vitamin E compounds	Vitamin E compounds	Quinone and hydroquinone lipids	Prenol lipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Ethers; Prenol lipids; Organooxygen compounds; Quinone and hydroquinone lipids; Vitamin E compounds; Diterpenoids; Benzenoids; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3603	NA	341.1711778	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3604	NA	350.2440114	amines	NA	NA	NA	NA	NA	NA	NA	NA
3605	NA	351.2150572	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3606	NA	353.2671277	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3607	NA	364.2595336	amines	NA	NA	NA	NA	NA	NA	NA	NA
3608	NA	366.238791	amines	NA	NA	NA	NA	NA	NA	NA	NA
3610	NA	376.3423019	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3611	NA	378.2752335	amines	NA	NA	NA	NA	NA	NA	NA	NA
3612	NA	387.2378822	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3613	NA	390.2638519	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3614	NA	394.2336623	amines	C35H66O4	[M + Na]+	Diacylglycerols	Diacylglycerols	Diradylglycerols	Glycerolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3615	NA	397.3428068	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3616	NA	398.2173446	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3617	NA	405.3092662	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3618	NA	414.3217118	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3619	NA	416.3005937	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3620	NA	427.3207811	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3622	NA	443.3160025	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3623	NA	472.3271992	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3624	NA	485.2890957	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3626	NA	490.2908141	amines	NA	NA	NA	NA	NA	NA	NA	NA
3627	NA	493.2811412	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3628	NA	498.3589096	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3629	NA	499.3280138	amines	NA	NA	NA	NA	NA	NA	NA	NA
3630	NA	515.2825343	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3632	NA	529.2972065	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3633	NA	571.3475782	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3634	NA	575.3430192	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3635	NA	589.3578909	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3636	NA	605.3525959	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3637	NA	610.3800314	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3638	NA	615.3355452	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3639	NA	624.39503	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3640	NA	629.3504708	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3641	NA	640.3903577	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3642	NA	643.3659556	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3643	NA	645.3244823	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3644	NA	645.345789	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3645	NA	652.4263333	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3646	NA	697.3379583	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3647	NA	834.5207063	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3648	NA	839.4757825	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3649	NA	848.5359305	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3650	NA	853.4912825	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3652	NA	359.2291701	amines	NA	NA	NA	NA	NA	NA	NA	NA
3653	NA	423.2748708	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3654	NA	467.23803	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3655	NA	585.2675094	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3656	NA	648.3414252	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3657	NA	771.3776493	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3658	NA	794.3664114	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3659	NA	812.365269	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3661	NA	259.2017817	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3662	NA	265.1526753	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3663	NA	274.1286488	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3664	NA	369.7294569	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3665	NA	406.1723718	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3666	NA	480.2877849	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3668	NA	575.7820891	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3669	NA	581.2807032	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3670	NA	621.7811623	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3671	NA	644.3620407	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3672	NA	802.3880847	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3673	NA	859.9668379	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3674	NA	881.5452836	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3675	NA	928.4656701	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3676	NA	236.1647058	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3679	NA	311.196602	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3680	NA	328.2846414	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
3682	NA	357.1335457	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3684	NA	382.2953965	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3685	NA	414.3216111	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3686	NA	446.2518745	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3687	NA	474.2598707	amines	NA	NA	NA	NA	NA	NA	NA	NA
3688	NA	542.2710685	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3689	NA	560.3252982	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
3690	NA	209.1175017	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3691	NA	246.0584481	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3692	NA	261.127129	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3693	NA	279.1376828	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3696	NA	365.1737459	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3697	NA	385.0368909	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3698	NA	410.2898655	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3699	NA	424.2694443	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3700	NA	432.2727342	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3701	NA	524.2195762	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3702	NA	543.2603225	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3703	NA	685.8334982	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3704	NA	507.3683867	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3705	NA	531.7646001	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3706	NA	704.8829428	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3707	NA	730.8730822	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3708	NA	314.2690609	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3709	NA	317.1528523	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3710	NA	427.3208811	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3711	NA	428.3522314	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3712	NA	470.3265122	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3713	NA	908.4460334	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3714	NA	319.1564653	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3715	NA	350.1928453	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3716	NA	374.2152927	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3717	NA	380.2258059	carnitines	NA	NA	NA	NA	NA	NA	NA	NA
3718	NA	432.214864	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3719	NA	461.2611648	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3720	NA	560.2700831	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3721	NA	571.3094143	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3722	NA	577.7328042	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3723	NA	634.2989131	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3724	NA	681.3256501	unknown	C29H48O3	[M + H]+	Vitamin E compounds	Vitamin E compounds	Quinone and hydroquinone lipids	Prenol lipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Ethers; Prenol lipids; Organooxygen compounds; Quinone and hydroquinone lipids; Vitamin E compounds; Diterpenoids; Benzenoids; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3725	NA	745.8472146	unknown	C30H69N15O10	[M + K]+	Oligopeptides	Peptides	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
3726	NA	875.396503	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3727	NA	241.1048627	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3728	NA	253.1284596	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3729	NA	270.1548735	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3730	NA	297.1545051	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3731	NA	300.1266541	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3732	NA	360.2202612	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3735	NA	251.1028437	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3736	NA	273.0848328	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3737	NA	285.1445984	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3738	NA	287.1488829	unknown	C22H45NO	[M + H]+	Fatty amides		Fatty amides	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3740	NA	344.2796474	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
3741	NA	352.2233256	amines	NA	NA	NA	NA	NA	NA	NA	NA
3742	NA	370.1139531	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3743	NA	372.3109736	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3744	NA	506.1912635	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3745	NA	548.2033897	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3746	NA	646.8175008	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3747	NA	179.11953	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3749	NA	285.1808502	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3751	NA	323.1585599	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3752	NA	327.1783856	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3753	NA	379.2462771	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3755	NA	714.3462922	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3756	NA	755.4047234	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3757	NA	771.910423	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3759	NA	471.1265027	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3760	NA	390.1580787	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3761	NA	429.2409219	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3762	NA	615.3152478	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3763	NA	309.0969458	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3764	NA	442.1713647	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3766	NA	445.1474925	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3767	NA	445.1836861	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3769	NA	617.3312478	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3770	NA	213.1122938	unknown	C24H36O5	[M + H]+	Hydroxy bile acids, alcohols and derivatives	Hydroxy bile acids, alcohols and derivatives	Bile acids, alcohols and derivatives	Steroids and steroid derivatives	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3771	NA	290.1422669	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3773	NA	295.2268234	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3774	NA	451.3281616	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3775	NA	483.1837593	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3776	NA	241.1799737	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3777	NA	243.1704208	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3779	NA	328.1215425	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3780	NA	331.2245359	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3781	NA	336.2897065	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3782	NA	371.1685888	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3783	NA	374.1808755	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3784	NA	396.8017309	unknown	C18H32O	[M + H]+	Fatty alcohols		Fatty alcohols	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3786	NA	287.1966011	unknown	C18H36O4	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
