FeatureID	13L.T1	13L.T13	13N.T1	13N.T13	14L.T1	14L.T13	14R.T1	14R.T13	15L.T1	15L.T13	16R.T1	16R.T13	17N.T1	17N.T13	17R.T1	17R.T13	18L.T1	18L.T13	18R.T13	20N.T1	20N.T13
908	117806.8924	262006.4107	80879.38506	79248.37076	74404.29693	37221.49852	96933.85055	34495.00689	105735.1421	104007.3244	133475.2493	62102.86359	37629.00078	40572.05956	111253.3045	8975.663212	51795.12657	43026.91612	49594.01396	148274.8801	34057.3097
909	3130032.843	2684723.38	1990631.136	1267016.852	2397018.694	1055331.433	1491015.192	437783.9943	2238064.286	1222705.463	1057376.918	560463.2289	1953461.182	577601.0019	3319027.907	626025.564	727400.124	387003.0184	1390142.134	2627279.135	535626.0292
910	1081549.78	711087.8175	801241.9906	823609.7412	1465202.55	528409.6263	702208.9148	892978.7257	1735286.668	1467980.719	999561.3781	851332.8508	760913.8537	119189.6489	2199387.931	199661.054	409601.9078	351840.6266	864164.3913	882176.3164	361879.8001
911	50409.82869	70779.84718	37273.48813	56396.26718	112564.1328	22018.77837	51243.51219	28920.07885	53735.72485	122355.0315	60383.75272	47066.35875	38116.10996	18387.97509	36977.46724	14289.66378	20782.19528	10910.40348	40442.85168	79828.6143	13924.0569
912	44151.18805	12759.85367	12307.29529	55630.15489	40625.12424	28951.017	67744.35972	17752.84474	52550.97855	41500.22022	67872.90542	29112.24519	88772.50663	48827.38696	6618.293039	63398.35938	57094.04946	41026.63585	109573.009	50566.35511	54716.73294
913	265529.8841	189779.607	140962.858	62859.73825	123192.5221	41740.83477	74551.50829	49269.62033	105893.1837	69297.02573	116334.3192	88042.57077	60780.11817	55829.33871	80939.99339	16330.34381	18865.8857	21488.84663	57069.45953	73478.29593	38103.21778
914	25536.01612	14756.09388	1199.161949	20139.63566	17706.00332	4779.440964	11801.89333	11339.44203	22091.43359	24089.10914	15798.34714	20162.16791	3005.316011	2190.330608	4247.437884	1023.99044	3584.323912	1977.520843	2282.48313	6856.316352	1701.943674
915	3143.960436	1935.562362	1181.698439	2216.743481	2482.187158	638.0959676	1562.386218	4874.75954	4952.612048	5820.010228	3933.081033	4008.993736	858.620044	1689.703502	992.0097195	2354.364421	3806.331111	3390.014521	1962.956328	2869.13989	1594.067885
916	150439.6986	311401.6497	102260.2189	690241.8735	270642.4314	334125.5412	353603.3101	427234.3666	250537.4132	1000063.202	1465713.624	640492.2319	66466.61165	41009.50856	85062.19705	101782.1718	63197.9032	123043.2328	86017.07116	90387.67288	36725.74019
917	34650.0298	16333.43825	9617.524591	28081.27327	17916.21511	9081.602915	8669.817671	11051.83321	16645.34614	23381.09073	39917.0377	12450.78544	5374.15648	13417.86575	32753.17745	17468.80121	19430.52435	6892.737306	4536.398587	14801.42482	6826.340667
918	136160.8812	495418.5105	86740.32209	1542196.887	326500.1067	608958.0432	707661.2	799564.9291	318365.5443	2783350.284	3337403.643	1731085.79	64346.42485	29782.69101	51051.87437	191170.8079	115989.0504	260920.7735	64189.96629	27836.89845	11313.36207
919	194310.4646	186307.8983	12439.77065	15596.95535	8350.550786	16907.04146	10933.41681	13828.02827	15554.68047	74712.71634	14212.76676	40892.21061	16432.77697	6895.598982	7135.102573	11965.44656	6311.718137	5872.130999	23949.04007	33727.53077	5052.933438
920	99704.30913	2168596.386	655671.6601	19400000	1584640.79	9124862.294	4385762.987	18600000	1565088.614	52900000	7818891.53	30900000	1677524.719	1606065.566	77818.6211	2907888.442	1855495.374	4289958.358	612798.4905	1238444.928	2586827.163
921	1534061.391	507599.0012	685605.0444	286063.3299	618224.16	255145.3641	405615.2314	116269.8862	978118.0771	471602.2944	333526.0302	213470.6897	512323.1906	277989.6772	1188542.718	180556.3701	239973.2598	122308.1591	246624.4704	1086489.517	129564.4213
922	0	0	0	0	0	0	0	0	0	731.0298245	0	0	0	260.5685956	0	0	0	331.8775546	0	0	0
923	31088.55437	18353.16664	10275.24076	6366.734379	55288.70345	4185.98102	19768.94937	5153.609219	34606.73293	23281.74701	3053.849872	10317.05031	6097.534078	4116.554549	12500.62455	8228.926567	5593.668433	3370.58969	12013.17482	9892.939896	6627.775
924	730618.8037	86412.54531	372187.791	190588.1258	376318.4068	465733.5361	314261.3395	359898.5499	515136.6429	584184.6215	159980.2011	402922.6484	276742.3362	105869.5189	323776.8839	135062.5437	155738.0516	186460.7894	146827.6151	311039.0505	125434.9027
925	421865.3385	469262.5148	70374.61002	183559.6146	83795.1449	100959.0857	66222.98549	85278.70989	271350.9815	306901.4074	79451.6751	89568.57935	137772.642	92918.87641	167353.5352	45900.67255	80048.83657	44634.74258	45691.99871	206440.549	74391.62506
926	15483.99042	18548.6052	13949.38201	16409.23628	7597.631233	9658.104782	9628.490527	7704.101917	17873.5958	11480.62909	16286.44781	24280.66104	8907.744076	2402.193006	5137.372262	5483.414355	5697.1853	8942.617214	13879.37987	14865.83832	6438.01823
927	83003.25884	37028.76935	70362.07274	11724.81897	93345.58808	6278.694624	73791.09749	5263.006115	84575.34059	14600.62912	30087.83639	6640.545799	56638.68328	6071.452876	29930.86391	5767.651148	25568.34802	7863.885059	25958.51023	93132.29335	12295.46749
928	509498.2226	445685.9543	331169.5771	139249.8861	398892.9693	88046.85294	233664.1687	72521.92091	57308.37849	72446.02176	147582.1558	28020.74001	51547.36917	33910.29337	191098.1885	47425.87756	75081.36117	38971.32765	61405.14785	77098.10035	50128.51145
929	108859.51	841366.5555	124961.3429	361301.418	99312.5435	225033.9337	199302.072	534037.9133	255541.9318	321154.0537	139063.9103	185345.9373	211542.9616	347999.6866	246848.6318	152519.6883	154501.2827	169513.5089	242428.8357	490690.1829	292908.0733
930	2143.309854	22994.96815	6604.326692	16235.56774	805.9358563	1892.378867	971.0373888	1105.446811	787.8146486	1479.132352	2912.285925	9704.322902	2423.201627	0	1698.200814	803.7029997	4076.237198	629.0782227	0	1921.699233	1351.252293
931	4214.657444	3488.074553	1311.66626	3526.227497	7899.66057	2107.351598	882.305022	1624.1284	0	4622.036508	1918.13741	931.6726985	2167.29683	0	0	1420.952094	1967.446195	642.5566334	0	2020.642359	748.3855868
932	477670.3881	490378.2899	192157.9848	204920.0002	172635.886	276443.5292	154244.2548	181453.8954	247329.8725	348727.8439	158192.8443	167171.2853	68267.61896	41605.62417	30559.47027	21133.10597	78148.11003	69907.97204	34543.065	296556.1952	35736.37081
933	0	0	0	0	1067.010821	0	0	0	0	0	0	0	680.8651378	389.264847	0	0	0	0	969.1928172	0	0
934	887580.1954	329357.9355	373046.6716	169901.4349	353085.4162	157939.3347	212802.5652	77132.5356	590223.5689	281342.5783	186791.3595	138616.3654	369611.7494	166037.4083	626287.8809	105497.1632	161550.1511	37965.8643	168465.1898	702293.8978	80544.51543
935	769751.4334	870145.1193	534455.0315	310328.6537	639431.8347	347976.077	398949.2537	188311.7946	715384.1048	488427.1951	232230.9543	244196.164	395595.5493	269453.7516	829756.1887	210996.1357	332561.8243	189335.2636	418940.2931	619378.8573	178353.6437
936	0	0	3797.188949	2591.280817	1832.955622	0	1293.0452	0	756.8951058	1754.848016	2855.419071	0	0	0	0	528.165003	1714.792768	336.9704762	972.4803445	0	824.4252365
937	419550.3154	148616.6376	586804.9013	311170.0725	476344.0395	594690.5104	2142877.143	579768.8397	5921335.358	2091559.868	621046.6863	773067.0369	845014.7478	78892.5284	3314113.058	265482.2005	1249402.025	473159.0418	337235.5396	4868482	569658.6777
938	271555.6765	105530.0353	266415.8694	530676.0157	114856.1225	338452.5103	180727.4063	394774.6114	70033.40185	825093.9252	612206.1711	776733.0835	145947.5727	132168.964	25675.02213	132071.0081	133846.5045	131047.6201	68302.52151	167713.1862	234914.2652
939	2972527.502	1042810.192	1277220.398	367779.9655	784811.0728	428813.1543	753339.7937	190651.394	1437206.035	597571.5778	660771.2332	324076.1331	837325.1294	320979.8411	1677608.835	281674.1564	416258.7176	230026.3866	461911.727	1461935	236022.916
940	979940.1141	570210.8416	339484.3645	201746.2065	214115.1262	167568.192	243450.0265	103457.7166	857428.0303	721007.0198	118769.3192	275973.9196	187161.2567	76240.78112	593641.2503	80158.41644	192833.5711	63913.32049	260438.6799	1369890.454	84345.97021
941	3874.12365	2420.650234	1215.377773	880.6379514	9170.203714	393.6979077	2236.646512	0	0	1574.026988	0	0	1190.949716	0	2863.26368	1114.948062	0	515.676988	1293.910411	746.4570504	263.6668596
942	7340.791964	6128.590656	8976.616719	3016.278299	5303.506598	5177.66778	1683.943481	1927.457333	9803.782961	22415.83191	2828.67295	6264.415259	2992.26219	3202.327825	3646.26998	5069.648099	2198.684992	2477.013881	1210.349621	3103.023027	1837.823918
943	0	18277.81667	20725.49031	57279.35696	172670.9407	52498.54192	103314.928	62792.88571	15286.54363	58902.01732	130430.0477	32974.25555	60024.21447	35259.01429	42346.46106	35207.27452	92596.53642	70533.5532	43074.15131	26764.54644	0
944	1318.025601	1502.634932	1461.130781	3050.464836	2155.325098	2159.249368	1425.933054	3868.376853	1656.454573	9273.244703	1788.512331	4598.852131	834.432042	481.3614799	1063.267139	2728.916178	1638.307966	1229.135212	506.7186831	1319.908888	1296.523519
945	459020.6047	518157.5971	71544.06264	197332.3705	88640.27493	99069.52517	64504.67044	67888.506	311853.4663	320053.6602	49581.00801	93193.85697	140913.2787	53717.80691	185636.4196	33780.22163	54373.71589	30071.24694	70776.1162	238746.2224	50706.57294
946	1214.387385	1224.200573	826.6634398	924.7337622	3090.327309	789.7141316	0	1548.691114	0	2130.576413	859.8750933	877.9648668	1121.282737	625.1389957	856.1968379	680.7901937	1220.742545	1884.080043	573.3919355	0	773.0722006
947	13824.78914	1876.596449	45036.4748	0	7348.4091	1903.202483	12709.15715	628.5698523	37580.25725	1403.205933	2187.49556	768.3899083	6682.035737	672.4024315	27083.47274	0	1415.476407	0	2722.486403	5549.980248	0
948	109570.9138	84966.45545	22962.98274	57285.49847	41026.86859	77969.92932	16821.69028	86633.57448	69023.74535	218219.3837	47668.23877	128623.0323	10578.36368	5280.945737	19689.68508	6987.006466	14083.89338	27047.85959	9041.209121	68633.29364	18284.81543
949	710390.4245	244834.2327	867204.9718	475171.3582	756382.0771	178984.4275	421409.5901	139729.4156	768564.4954	285799.102	499926.8093	545630.4405	492053.5549	162986.2365	399650.0942	80044.2177	254312.791	207339.3386	477595.5795	864095.7447	174142.4251
950	3012010.361	763157.1372	1081057.368	435300.2625	839118.6631	404738.5646	572177.2784	152242.4472	1821977.969	671897.1806	558196.2278	348209.903	889932.811	530610.8185	1655781.004	291735.7863	429399.8653	192340.0727	453567.3645	1831816.842	226939.2318
951	836669.5851	164599.8448	472913.5528	1413252.884	198145.6751	775466.875	386053.6821	1262046.606	196663.5835	2158938.416	1176009.054	1531548.95	295564.5529	350508.4191	6949.589986	354773.7071	440184.5814	674855.683	279816.5171	417428.7063	676434.1828
952	77462.03336	75558.27653	98959.5098	93279.06321	120014.5578	84499.33014	178278.0146	116091.7295	50674.25868	191734.8532	157422.1689	117962.7277	130330.5592	69558.83332	50496.82554	49140.38262	125836.7376	86456.86727	66286.18764	76206.617	96025.77672
953	344195.0156	221412.1563	1114102.6	1440649.598	581515.8006	652638.3464	879912.5568	478484.4766	619733.6376	2752515.095	3316161.175	924904.5178	525227.6861	160728.6552	9444.408461	185099.127	129271.4481	220653.2308	171530.5392	26698.03938	6537.894591
954	87959.51657	54775.38347	68577.95638	33437.38681	14601.75471	17362.45566	19611.82517	16661.31065	128511.8603	149771.3709	33995.89626	17469.14459	9228.298512	10465.32477	23707.3144	6108.445977	9482.674392	11565.73597	3253.831346	65519.94439	7037.783456
955	27481.24083	44399.39529	18011.32157	24901.68773	22572.711	6357.829895	29666.27871	22594.21134	63820.49965	15416.30959	11283.97197	23280.70666	22699.77612	16555.59765	35865.02734	9393.53409	32388.75509	13357.54313	11799.68353	111928.3779	20903.36116
956	64289.50884	168696.9273	173056.3572	547121.6062	166113.5869	249232.3854	319434.2213	206024.3947	49013.99691	974785.944	833168.5286	385375.0686	189868.8342	24643.00646	661.3395192	45364.68994	81276.57146	91254.21196	26651.27084	18195.64067	4844.509935
957	6606437.62	1936794.477	2493603.499	565020.947	1647595.839	566399.8725	1340208.277	260804.1398	3770070.759	1233048.718	656706.5719	375218.717	1284299.788	361452.2984	3563985.656	346192.2978	601024.9129	304588.5856	673361.738	3575735.057	319237.639
958	197791.2427	205576.991	68440.42882	24040.721	44938.57505	28916.20865	33561.07146	18340.18771	125038.7229	131065.2932	85990.75854	57125.1837	51763.14872	16643.65297	145239.423	15794.8477	15659.35738	3564.600175	6356.149599	216341.1779	6017.191837
959	20158.1478	13020.29366	15892.20614	32308.35562	11534.91303	38476.82161	15291.36552	20016.74135	22703.45154	128657.703	50232.95726	39249.23725	25080.20266	23105.06257	25701.33262	9982.145664	15841.414	16044.67482	6559.216136	51553.8655	14055.86939
960	96242.00565	15883.44151	207324.025	60743.91688	63262.27047	27317.7787	28534.8747	15772.41862	954071.1378	1999169.013	24683.27891	9252.732706	107044.7111	113841.5924	15399.49699	9634.882156	156343.6339	21542.81648	32608.51557	868636.196	63085.71731
961	921682.047	760590.7855	425075.6822	155808.9326	196331.3487	244689.1233	186370.0323	101771.7874	819758.762	709622.7646	132529.6891	282568.7404	232054.3378	81756.75376	778774.6305	95086.33438	221472.8889	49854.77122	308608.0336	1447231.243	93929.46504
962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
963	1244124.248	428742.8684	1083791.497	227131.1172	564494.4852	288517.9164	266695.5657	193935.1375	534406.8032	503372.3537	365088.3116	243895.5295	762280.3893	268111.2064	1110774.486	369350.4808	542960.7282	365786.7935	751059.2585	511059.2124	198776.6251
964	1147914.402	428742.8684	1006768.855	227131.1172	564494.4852	288517.9164	266695.5657	193935.1375	534406.8032	503372.3537	365088.3116	243895.5295	762280.3893	268111.2064	982002.4203	369350.4808	542960.7282	365786.7935	751059.2585	511059.2124	198776.6251
965	546372.0717	453596.152	230573.264	168522.7465	233743.0797	182828.6691	197862.7361	83937.50719	304785.9707	222771.4787	170453.8036	145657.4593	195583.6592	106138.8096	343655.7825	73340.77155	147637.8133	80052.31681	169201.5718	329019.4058	79087.31405
966	11993.94116	11258.46023	17414.81716	9151.959496	15877.09722	3150.022889	6779.337587	14492.70884	22124.51278	11410.04311	86565.68769	5950.978516	56289.37824	42126.20019	5907.91234	39593.20861	108256.7853	71009.65851	64449.00974	38807.84209	55994.21716
967	36756.18092	42725.97944	103572.7924	87487.93017	112459.5232	97227.0692	20204.45886	77815.83934	40229.42518	56492.14608	106063.751	61169.48108	98018.21205	31463.85928	91993.33302	44504.38865	95118.98605	30792.8839	77405.78203	55472.92837	56497.62188
968	661865.6967	87753.70831	755504.9116	20093.70101	153959.5759	109372.2342	227157.3917	64512.56431	364539.105	179204.2323	146294.4489	79945.09273	285345.4733	196674.1867	715574.092	134153.365	336422.4339	49769.79787	501565.9016	209801.4804	122402.9546
969	210972.2072	131083.3287	113629.7658	22456.94387	92479.38253	11289.19064	58349.86533	25855.86425	108220.1206	125401.0864	49358.21586	13601.46945	81296.17075	45850.31395	304550.8172	28834.3634	81042.84103	34239.78351	105994.894	58731.53809	48994.75094
970	86769.12985	127026.1247	144300.4115	205988.5317	167290.4145	131862.7043	273090.3354	170014.5229	193775.5121	279605.5936	242858.7485	276193.5561	198059.3938	82340.70929	200170.1789	154247.3133	115747.9359	117277.3442	129755.8449	105057.3989	91306.9121
971	27099.82204	10162.90323	27115.16891	12267.70801	26824.22591	1531.101176	0	0	0	4141.250465	22061.02235	3665.878955	9712.785257	0	0	2131.344328	2722.291879	3679.570864	0	3310.033239	1132.90802
972	48835.37057	86731.63126	53149.05428	17815.94464	76679.99067	16799.23626	50615.18909	21244.78815	88129.30815	84427.66919	16392.01721	16065.27639	12684.06393	6227.1471	38338.35323	5654.025791	14223.84906	9097.042964	24184.68772	30744.44727	8044.24591
973	81077.42089	221360.7295	111759.2861	857275.8561	110970.9096	419129.5454	302465.8649	987613.5806	85988.64257	2075223.207	731310.0151	1009141.818	36373.02089	113803.2966	25799.40699	149577.0909	157356.5209	258036.1476	86814.90374	178174.1493	253390.0587
974	46478.75664	108247.5085	224480.7192	370170.0593	141541.2472	120151.694	140875.2175	57758.26993	128510.6075	607783.2043	397917.237	283310.2254	154018.482	9309.243996	948.0664083	47579.6189	31320.42631	103570.5831	52216.07964	3568.506719	2027.496221
975	14846.55923	7490.897535	3753.788602	1255.472366	10969.54104	1652.845125	1539.921812	0	0	5010.915901	5699.957765	1546.119992	947.5369422	705.0406577	7841.127199	618.5558876	1129.912049	2361.378714	842.1180137	9454.224254	658.1867857
976	139502.0685	32419.05259	201231.6412	123208.0591	106176.9423	46315.23153	77272.25039	121260.1854	179772.2132	328241.8818	192048.0486	281052.6503	11581.92834	13616.02318	33963.03567	26707.48368	33445.51657	37173.76814	10408.13814	110123.2627	29836.80554
977	32674.04899	31524.07447	45628.73879	23629.70965	19434.7997	36252.12546	17250.85924	22846.67751	21668.97268	28401.40035	17603.8845	19487.87631	17482.78274	13052.03177	21580.95717	38231.38967	6505.766369	7521.131545	52691.49668	46353.51583	14338.25345
978	7643.855451	0	30939.91169	955.2798357	2722.008538	3214.427538	0	0	12757.53259	87121.32803	813.7923915	706.4579077	610.7324675	0	0	1012.292428	4761.429067	3751.698801	899.2052022	2524.139551	1667.522312
979	577394.9497	24140.0426	421156.1187	140853.6162	152648.1371	119950.1622	132734.9496	94863.25188	461867.6388	382081.4088	323111.5872	154663.8088	91425.81327	58375.35832	33276.72773	65445.81315	119481.3483	125556.5881	73834.82613	237862.0281	104672.8786
980	0	0	0	1861.784265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
981	0	0	0	0	0	0	763.4794154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
982	595780.6572	797906.5251	507489.7442	207947.0085	411198.5587	299961.0416	364104.0955	214882.6306	689376.9395	415288.9898	137708.4706	152447.6303	337824.0755	140553.3017	499784.3119	175564.4675	344210.9333	119764.0377	395629.1273	597529.7484	133942.0973
